3724,2259,1,0,0.7,1024,0.2,64,1587,1,1,1,150155,86,84,1633,2851,7,15,1,0,22,12,1,0,121,0.8,1,99.0
3111,2413,1,1,0.6,32,0.1,1024,1107,1,4,1,114952,83,72,1577,1635,14,10,0,1,11,3,5,1,131,0.8,1,99.0
1542,3286,2,1,0.7,1024,0.3,1024,3869,2,1,2,145464,55,83,1398,3995,9,11,0,1,11,4,5,1,125,0.7,2,99.0
1925,4958,1,1,0.5,256,0.5,1024,2175,1,2,1,122741,92,72,1845,2364,17,11,0,1,24,5,5,1,156,0.8,1,99.0
2380,2696,3,0,0.8,512,0.3,32,3940,3,4,3,141137,92,70,1697,3238,6,17,0,1,13,7,2,0,129,0.6,3,99.0
1192,2494,1,0,0.5,256,0.5,64,3467,1,3,1,104091,74,64,1332,3142,10,12,0,0,16,9,6,0,122,0.6,1,1000000
3807,3942,3,1,0.5,1024,0.4,1024,1556,3,4,3,173397,76,95,1478,3020,15,17,1,1,15,5,1,1,157,0.9,3,1000000
5438,4223,3,0,0.6,64,0.1,128,1670,3,2,3,113541,63,67,1693,3031,17,17,1,0,24,8,9,1,130,0.8,3,1000000
3148,4985,4,1,0.8,256,0.1,32,2903,4,3,4,127757,57,94,1480,1504,20,17,1,0,15,8,1,1,168,0.5,4,1000000
4240,3097,1,1,0.4,32,0.2,128,3113,1,3,1,136207,90,97,924,1906,11,10,0,0,17,2,7,0,136,0.9,1,106.0
4850,3873,4,0,0.6,32,0.2,256,2580,4,2,4,157963,65,92,1032,1946,7,21,1,0,20,6,9,0,150,0.8,4,105.09999999999997
5255,4490,1,1,0.7,512,0.5,512,2243,1,2,1,108286,82,69,1144,2822,7,19,1,1,11,2,6,0,161,0.9,1,98.0
5591,4303,3,1,0.5,512,0.1,256,3246,3,1,3,131426,51,81,1545,3025,8,20,1,1,15,6,1,1,133,0.9,3,1000000
2970,5620,2,1,0.7,512,0.2,1024,4074,2,2,2,137490,73,61,1662,4067,19,9,1,1,9,2,8,0,158,0.9,2,1000000
5089,4037,4,0,0.8,64,0.2,64,2870,4,1,4,175572,86,88,1846,3402,11,15,0,0,21,5,6,1,165,0.5,4,1000000
4058,5027,4,1,0.7,128,0.5,256,2059,4,2,4,121512,66,52,1919,1485,8,16,0,0,23,4,7,1,154,0.5,4,1000000
1515,3880,1,1,0.6,256,0.3,1024,3164,1,2,1,101929,56,91,1182,954,6,20,0,1,16,4,7,1,149,0.6,1,100.0
4876,4559,2,0,0.8,1024,0.3,256,2550,2,4,2,122652,57,72,1667,1224,13,15,0,0,11,3,7,0,120,0.6,2,1000000
3853,5953,4,1,0.5,128,0.1,256,3236,4,3,4,159933,63,70,1620,2254,7,16,0,0,19,8,4,1,159,0.9,4,1000000
3708,3085,1,0,0.5,256,0.5,1024,1171,1,4,1,149143,71,99,931,3759,12,19,1,1,15,3,9,1,123,0.8,1,99.0
1537,1807,1,1,0.8,32,0.2,32,2112,1,1,1,169297,70,99,1156,3384,12,8,0,0,22,7,7,1,146,0.8,1,100.0
1770,2011,1,1,0.8,32,0.1,512,1024,1,2,1,102097,79,60,1220,2558,19,18,1,1,15,5,1,0,158,0.6,1,1000000
1301,1208,4,0,0.4,64,0.2,512,3907,4,1,4,184743,96,63,1780,1754,20,18,1,1,25,5,8,1,124,0.6,4,1000000
1723,2795,5,1,0.7,256,0.5,1024,2758,5,3,5,93520,70,60,1232,2911,8,20,0,1,14,4,2,0,150,0.8,5,1000000
1426,3455,5,1,0.5,1024,0.4,64,3985,5,3,5,141534,64,72,1206,3470,12,10,1,1,25,7,6,0,158,0.8,5,1000000
1120,4029,1,0,0.6,256,0.1,32,2057,1,1,1,156029,56,82,1705,3953,11,11,1,0,19,8,4,1,153,0.7,1,100.0
1537,2388,5,0,0.5,1024,0.4,256,1969,5,1,5,117396,71,80,1894,2341,10,20,0,0,25,5,9,1,139,0.5,5,1000000
1468,3273,5,0,0.7,128,0.5,128,2602,5,1,5,146499,81,59,1150,2649,19,11,0,0,15,3,5,0,168,0.9,5,1000000
1770,2154,1,1,0.7,1024,0.5,512,3027,1,4,1,119506,66,95,1807,1671,9,16,0,1,19,10,6,0,151,0.6,1,1000000
1618,3818,2,1,0.8,32,0.3,64,1604,2,4,2,137724,53,78,1544,1522,15,14,0,1,13,4,8,1,120,0.6,2,1000000
1458,3014,2,1,0.5,256,0.5,32,1524,2,4,2,113837,84,100,1340,1175,13,9,1,0,16,9,10,1,160,0.5,2,1000000
1728,2612,3,0,0.4,64,0.2,128,3524,3,2,3,100047,50,58,1279,1422,14,9,0,0,18,2,3,0,145,0.5,3,0.0
1065,3317,3,1,0.5,1024,0.3,256,1250,3,4,3,113243,81,94,1885,3195,15,10,1,1,13,3,7,1,146,0.6,3,100.0
1528,2541,3,0,0.4,32,0.5,128,2763,3,3,3,129764,74,51,1238,2822,12,14,0,0,18,5,1,1,136,0.7,3,99.0
1043,2591,3,1,0.7,1024,0.1,512,2782,3,1,3,94776,86,95,1512,2758,17,12,0,1,12,7,3,0,161,0.9,3,1000000
1329,3439,1,0,0.5,64,0.2,128,3683,1,4,1,159596,71,91,1805,1586,8,14,0,1,11,2,1,0,142,0.9,1,100.0
1479,2203,2,1,0.5,32,0.2,32,2545,2,2,2,98645,55,95,1131,1689,12,14,1,0,18,7,5,0,131,0.8,2,99.0
1155,4008,5,0,0.4,64,0.1,256,1684,5,4,5,95365,92,67,1721,3318,15,8,0,1,20,5,2,1,157,0.7,5,1000000
1691,2670,2,0,0.6,128,0.3,1024,3796,2,3,2,126681,96,85,1747,3686,10,12,0,1,23,9,9,0,126,0.7,2,1000000
1094,2791,5,0,0.7,512,0.3,256,3956,5,4,5,142426,58,67,1950,1145,6,21,1,1,18,10,8,1,148,0.5,5,1000000
1732,3038,1,0,0.4,256,0.3,128,2257,1,1,1,137299,73,91,1563,1171,15,21,1,0,11,6,3,0,138,0.9,1,1000000
1038,3240,2,1,0.7,128,0.3,512,2948,2,4,2,94512,74,60,1505,2509,14,20,1,1,25,7,2,0,156,0.7,2,1000000
1835,2735,1,0,0.6,1024,0.2,64,3340,1,3,1,151059,94,64,1836,3217,15,17,1,1,20,6,10,1,134,0.7,1,102.0
1870,3126,3,1,0.7,1024,0.2,256,3184,3,3,3,98106,67,74,1847,3607,18,20,0,0,16,4,9,1,150,0.5,3,1000000
1093,3795,5,0,0.5,128,0.5,256,2950,5,1,5,157106,87,59,1251,2801,6,10,0,0,12,5,1,1,131,0.5,5,1000000
1088,3480,2,1,0.8,128,0.2,64,2175,2,1,2,113901,98,82,931,1649,16,14,1,1,9,4,2,0,148,0.5,2,1000000
1913,3519,3,0,0.6,1024,0.5,256,4044,3,2,3,141499,97,68,1412,3429,7,16,1,0,11,5,5,0,129,0.9,3,1000000
1236,3299,2,0,0.8,32,0.3,128,2695,2,1,2,175534,69,54,1882,3425,9,9,0,0,9,2,6,1,123,0.6,2,1000000
2042,3914,2,0,0.4,32,0.2,32,1038,2,4,2,121766,77,73,1526,3891,7,8,1,0,10,2,2,1,145,0.6,2,1000000
1930,2358,3,1,0.4,64,0.5,256,1067,3,1,3,166041,88,54,1316,2504,12,11,0,1,9,5,6,1,133,0.6,3,1000000
1947,3174,2,1,0.8,64,0.5,128,1605,2,1,2,182765,80,86,1349,3675,11,21,1,0,13,4,8,0,126,0.5,2,101.0
1149,2529,2,1,0.6,512,0.2,64,3238,2,2,2,168397,71,69,1978,2879,16,19,0,0,23,2,6,0,137,0.7,2,99.0
1183,3218,4,0,0.5,64,0.4,256,2873,4,2,4,107142,90,57,1528,3709,13,14,0,0,16,2,2,1,132,0.7,4,1000000
1718,3202,4,0,0.6,32,0.1,512,1107,4,3,4,148459,72,95,1428,1815,16,15,1,0,11,3,8,1,170,0.7,4,0.0
2011,2106,1,0,0.7,1024,0.1,128,2524,1,2,1,140982,75,57,1779,3366,20,8,0,0,20,10,2,1,164,0.8,1,102.0
1970,2307,3,1,0.6,1024,0.1,32,1701,3,1,3,164406,94,71,1565,3480,8,11,1,1,22,6,9,1,139,0.7,3,74.0
1943,2753,4,0,0.8,256,0.2,256,2351,4,1,4,135623,50,70,1377,937,8,15,0,1,9,5,2,1,125,0.9,4,97.0
1265,2485,3,1,0.7,512,0.5,1024,1787,3,1,3,104447,63,81,1341,2515,15,9,0,0,20,7,5,1,168,0.5,3,1000000
1691,3852,2,1,0.4,128,0.1,128,3358,2,3,2,173734,53,84,1082,2941,7,8,0,1,19,4,4,1,149,0.8,2,98.0
1203,2607,4,0,0.4,512,0.4,32,1295,4,4,4,160249,95,76,1806,1866,18,8,1,0,17,3,6,1,125,0.8,4,1000000
1782,3949,4,1,0.4,32,0.1,512,3039,4,1,4,106233,85,99,991,1565,18,15,0,0,10,6,1,0,163,0.6,4,1000000
1251,2580,1,0,0.8,256,0.1,1024,3476,1,1,1,101595,69,60,1368,1306,10,20,0,0,9,2,3,1,120,0.9,1,97.0
1808,2286,4,0,0.6,1024,0.4,64,1074,4,3,4,98543,91,76,1774,2855,6,14,1,0,22,5,6,1,142,0.6,4,99.87
1689,2399,5,0,0.7,256,0.2,512,2865,5,1,5,109887,90,100,1148,1121,7,19,0,0,18,7,4,0,155,0.6,5,1000000
1638,4087,1,1,0.6,128,0.1,128,3033,1,3,1,161765,59,71,1987,1019,11,18,0,1,11,3,1,1,126,0.8,1,98.0
1536,3051,1,1,0.7,256,0.1,512,1223,1,4,1,94231,59,73,1679,2891,17,19,1,0,9,5,8,0,165,0.5,1,105.0
1185,3419,2,0,0.5,32,0.5,32,1744,2,4,2,143182,82,80,1730,3918,16,12,0,1,23,7,2,1,140,0.6,2,1000000
1917,4023,1,0,0.8,32,0.4,128,3116,1,3,1,184863,54,86,1743,1893,18,17,1,0,24,2,10,1,133,0.7,1,98.0
